total_livable_area,market_value,zip_code
1073.0,345800.0,19147
1170.0,133300.0,19135
2754.0,214800.0,19124
960.0,203800.0,19154
1804.0,242600.0,19115
1182.0,32300.0,19134
2250.0,373400.0,19104
1038.0,40400.0,19132
1160.0,119400.0,19151
1800.0,243000.0,19116
1480.0,227900.0,19154
2131.0,331200.0,19115
1278.0,128200.0,19111
1021.0,65000.0,19146
3250.0,195800.0,19111
1480.0,151000.0,19149
1520.0,347000.0,19147
1120.0,23500.0,19132
932.0,165700.0,19147
1020.0,95300.0,19145
1140.0,74600.0,19104
1696.0,89700.0,19139
2059.0,819100.0,19106
0.0,74900.0,19121
1280.0,122600.0,19135
1283.0,445000.0,19146
1360.0,159800.0,19149
1018.0,65700.0,19142
1056.0,82200.0,19135
2190.0,185200.0,19120
0.0,14000.0,19131
1937.0,833100.0,19106
1222.0,80100.0,19146
0.0,3600.0,19121
1790.0,128800.0,19121
1220.0,55600.0,19120
1344.0,160400.0,19135
0.0,3242200.0,19145
1152.0,294500.0,19145
1598.0,76700.0,19143
1620.0,48100.0,19133
1620.0,209000.0,19124
2475.0,303900.0,19122
1152.0,47300.0,19120
1008.0,264500.0,19125
1555.0,50800.0,19143
1046.0,92500.0,19136
1536.0,109600.0,19124
1440.0,77900.0,19120
1152.0,211800.0,19122
1800.0,178700.0,19111
1176.0,150900.0,19150
1054.0,274400.0,19122
1240.0,106000.0,19136
1792.0,188400.0,19148
3902.0,568400.0,19106
784.0,222600.0,19147
1748.0,232000.0,19116
2720.0,152500.0,19139
1856.0,186700.0,19135
0.0,1304100.0,19123
3096.0,445800.0,19146
1192.0,38300.0,19139
1270.0,136700.0,19128
568.0,160100.0,19130
1418.0,271500.0,19130
960.0,63800.0,19142
2364.0,232400.0,19144
1356.0,73400.0,19124
2385.0,56100.0,19133
2674.0,606300.0,19121
1025.0,186600.0,19152
2378.0,366900.0,19128
1022.0,124700.0,19114
1200.0,185300.0,19127
1230.0,46100.0,19132
2071.0,302900.0,19116
924.0,36300.0,19140
1230.0,202800.0,19137
1080.0,79400.0,19145
1042.0,329700.0,19130
1341.0,404600.0,19125
1274.0,89400.0,19141
0.0,85000.0,19116
1760.0,22000.0,19133
1200.0,78100.0,19144
1350.0,37700.0,19133
1536.0,259000.0,19152
4399.0,307300.0,19119
1152.0,125600.0,19135
8199.0,1627400.0,19103
1176.0,136200.0,19149
1620.0,168400.0,19125
1512.0,64300.0,19131
4972.0,466600.0,19119
1120.0,109500.0,19141
2208.0,272100.0,19119
1360.0,172700.0,19122
1734.0,693800.0,19106
1224.0,140500.0,19149
708.0,41400.0,19136
966.0,46000.0,19140
1266.0,107400.0,19120
1212.0,163400.0,19148
1328.0,70200.0,19138
1320.0,163300.0,19111
936.0,130100.0,19145
0.0,12400.0,19143
1200.0,134200.0,19149
1024.0,92200.0,19135
42031.0,11963400.0,19107
1152.0,83300.0,19120
1426.0,163600.0,19111
1198.0,200500.0,19148
1613.0,493100.0,19107
0.0,13800.0,19134
822.0,69700.0,19146
924.0,30500.0,19132
800.0,56400.0,19120
1096.0,119300.0,19151
0.0,206000.0,19154
1088.0,92500.0,19124
896.0,93300.0,19124
1170.0,56800.0,19143
1682.0,165000.0,19120
760.0,121300.0,19135
717.0,273800.0,19102
1054.0,124400.0,19145
2468.0,431400.0,19116
1337.0,258700.0,19128
1116.0,67200.0,19131
1120.0,190100.0,19129
1086.0,220200.0,19114
1500.0,137100.0,19124
567.0,162000.0,19130
1370.0,328600.0,19148
1510.0,150200.0,19148
1166.0,250400.0,19106
746.0,9600.0,19132
40249.0,1822900.0,19116
5624.0,569400.0,19148
1560.0,171100.0,19111
1006.0,48000.0,19139
1340.0,31900.0,19133
2048.0,268700.0,19128
1404.0,213300.0,19145
1400.0,409900.0,19104
644.0,200700.0,19103
1266.0,25900.0,19132
1296.0,65500.0,19144
960.0,103900.0,19148
840.0,275600.0,19146
0.0,157800.0,19104
1370.0,338600.0,19148
1600.0,260500.0,19111
1184.0,60200.0,19143
565.0,127700.0,19127
1067.0,205000.0,19111
1066.0,196300.0,19136
1140.0,198000.0,19129
1254.0,487600.0,19147
972.0,25200.0,19132
2626.0,1451500.0,19103
1441.0,170300.0,19145
920.0,165700.0,19148
1615457.0,101313900.0,19154
1420.0,170500.0,19150
1436.0,81000.0,19131
1152.0,131400.0,19149
1248.0,68500.0,19139
930.0,39700.0,19140
1128.0,93500.0,19124
0.0,5000.0,19144
579.0,290800.0,19147
0.0,51500.0,19134
1152.0,151200.0,19136
1536.0,512300.0,19106
1568.0,195100.0,19134
1360.0,209200.0,19154
2496.0,331700.0,19128
1474.0,222600.0,19116
1404.0,205000.0,19114
1518.0,488200.0,19123
1090.0,193600.0,19148
750.0,128800.0,19107
1320.0,42200.0,19140
1416.0,49900.0,19139
500.0,20000.0,19124
1860.0,295500.0,19151
1152.0,134500.0,19150
674.0,212000.0,19130
1198.0,452000.0,19103
980.0,137900.0,19148
1224.0,42300.0,19133
1923.0,94800.0,19104
1260.0,191500.0,19114
1114.0,48500.0,19139
1420.0,241400.0,19128
4680.0,973600.0,19106
1760.0,148200.0,19141
882.0,171400.0,19115
1430.0,139200.0,19138
2025.0,80900.0,19124
1026.0,28600.0,19132
1140.0,156300.0,19148
1100.0,330500.0,19118
1740.0,34200.0,19139
1360.0,398700.0,19146
1140.0,26200.0,19132
920.0,84700.0,19145
942.0,70400.0,19151
0.0,10600.0,19133
1036.0,134500.0,19143
1318.0,197700.0,19103
1722.0,241700.0,19116
1116.0,105200.0,19111
840.0,32400.0,19132
2864.0,315000.0,19128
153.0,17000.0,19147
1080.0,36500.0,19134
1110.0,83400.0,19134
1926.0,450000.0,19145
0.0,6000.0,19133
3952.0,2501600.0,19103
803.0,250000.0,19106
1360.0,206000.0,19154
1854.0,87500.0,19132
1056.0,66500.0,19142
1893.0,54200.0,19132
1200.0,111500.0,19135
1784.0,129000.0,19135
1584.0,182700.0,19116
2304.0,121400.0,19140
2066.0,187000.0,19137
1812.0,140300.0,19131
1068.0,114300.0,19145
728.0,168600.0,19148
1527.0,269800.0,19122
1200.0,134900.0,19138
992.0,117100.0,19149
2022.0,47200.0,19104
1222.0,112900.0,19119
3126.0,376700.0,19121
1300.0,152100.0,19148
3156.0,1200000.0,19103
1660.0,172700.0,19135
1152.0,153100.0,19120
1318.0,152500.0,19138
1248.0,99400.0,19120
784.0,136200.0,19146
0.0,6000.0,19121
2595.0,402700.0,19130
1130.0,66600.0,19121
1212.0,216800.0,19128
1066.0,74200.0,19145
1944.0,60600.0,19134
8234.0,1262100.0,19118
1400.0,120700.0,19119
1066.0,223100.0,19130
1441.0,49700.0,19140
1188.0,155000.0,19111
924.0,36300.0,19140
1884.0,333200.0,19116
1290.0,35400.0,19132
1127.0,275400.0,19107
1380.0,158400.0,19145
1260.0,103700.0,19136
750.0,231500.0,19125
1320.0,100100.0,19151
2268.0,717100.0,19123
1472.0,261200.0,19152
703.0,119400.0,19135
4070.0,385400.0,19119
968.0,42200.0,19132
1600.0,263000.0,19116
1137.0,23600.0,19104
3396.0,946500.0,19147
2469.0,622500.0,19130
1120.0,199300.0,19148
1080.0,92800.0,19120
1440.0,130500.0,19111
2478.0,42000.0,19121
1408.0,97200.0,19124
2310.0,342000.0,19128
1006.0,92800.0,19148
700.0,27200.0,19132
6000.0,423300.0,19128
960.0,103700.0,19135
1512.0,564000.0,19147
1864.0,61500.0,19104
2604.0,177400.0,19143
0.0,9100.0,19144
1140.0,157300.0,19148
1490.0,284100.0,19137
960.0,63900.0,19142
1060.0,44300.0,19104
1575.0,238100.0,19154
720.0,119900.0,19124
1026.0,57100.0,19104
960.0,166300.0,19137
1210.0,137200.0,19134
1177.0,81900.0,19143
3420.0,1275800.0,19103
1116.0,126500.0,19149
1320.0,275000.0,19128
1084.0,75500.0,19151
1261.0,77000.0,19124
3304.0,185900.0,19131
980.0,27500.0,19134
1224.0,172800.0,19122
1885.0,166000.0,19126
1360.0,178500.0,19129
1592.0,106800.0,19141
1534.0,124200.0,19131
1200.0,37000.0,19133
1546.0,88300.0,19120
1260.0,193300.0,19154
1002.0,35400.0,19140
200.0,40000.0,19146
5850.0,352200.0,19131
1238.0,150700.0,19111
1330.0,162700.0,19126
897.0,209400.0,19123
1156.0,84400.0,19138
2040.0,362500.0,19123
716.0,57000.0,19134
1132.0,98300.0,19124
1122.0,229500.0,19114
1110.0,185200.0,19148
706.0,271200.0,19102
2490.0,388100.0,19148
1048.0,175200.0,19129
1811.0,253900.0,19148
1152.0,257400.0,19116
1006.0,176800.0,19145
1190.0,226900.0,19148
3900.0,644800.0,19104
1478.0,520000.0,19146
1034.0,77800.0,19124
1135.0,117500.0,19114
1940.0,106000.0,19131
3618.0,623100.0,19147
1087.0,194500.0,19152
1380.0,157500.0,19134
8400.0,1212000.0,19104
1178.0,197600.0,19115
0.0,75400.0,19135
831.0,248800.0,19123
822.0,75100.0,19143
1011.0,49700.0,19144
2800.0,106400.0,19141
1500.0,133700.0,19138
2290.0,263200.0,19116
2376.0,96000.0,19142
1857.0,281200.0,19129
1034.0,116100.0,19136
1957.0,42600.0,19104
684.0,95800.0,19124
800.0,32900.0,19140
1512.0,165000.0,19149
1288.0,214500.0,19116
4023.0,673900.0,19121
1172.0,133100.0,19150
2714.0,157300.0,19144
1110.0,198000.0,19148
1056.0,38000.0,19140
1120.0,120900.0,19111
1470.0,488000.0,19146
1200.0,145600.0,19149
1316.0,50400.0,19139
1400.0,186700.0,19135
1565.0,505000.0,19123
1281.0,195400.0,19116
1136.0,128600.0,19124
1938.0,501900.0,19146
1732.0,250100.0,19116
4937.0,1054200.0,19107
1184.0,51600.0,19139
2006.0,510300.0,19125
1296.0,124300.0,19146
0.0,113200.0,19125
1206.0,96100.0,19134
900.0,130100.0,19137
970.0,100500.0,19144
0.0,16000.0,19122
780.0,110000.0,19128
1088.0,151800.0,19149
1530.0,40200.0,19133
1070.0,137300.0,19148
952.0,34200.0,19134
1022.0,80400.0,19151
1036.0,35300.0,19133
1845.0,367000.0,19147
190.0,25000.0,19123
1050.0,136800.0,19135
1710.0,205500.0,19128
1485.0,247100.0,19152
1517.0,89900.0,19120
1140.0,87000.0,19124
1140.0,117700.0,19151
1278.0,125600.0,19111
660.0,79200.0,19124
1024.0,62100.0,19143
1125.0,191500.0,19152
2140.0,251200.0,19115
1536.0,162400.0,19136
1093.0,191500.0,19114
1200.0,217700.0,19116
2080.0,280500.0,19119
1465.0,86300.0,19140
1260.0,194500.0,19114
1200.0,119900.0,19135
1360.0,172700.0,19122
1778.0,202100.0,19114
857.0,280000.0,19106
1152.0,155700.0,19134
2505.0,312300.0,19132
1000.0,137400.0,19115
1110.0,111300.0,19151
1296.0,152100.0,19136
0.0,25700.0,19134
1760.0,286500.0,19116
1242.0,71200.0,19124
1740.0,394200.0,19147
1552.0,206000.0,19150
1072.0,28300.0,19132
4084.0,593700.0,19121
1776.0,137900.0,19134
1318.0,50300.0,19140
1030.0,103900.0,19138
2145.0,278100.0,19131
1200.0,88100.0,19124
850.0,162300.0,19148
1440.0,395400.0,19130
1482.0,71300.0,19142
1804.0,708600.0,19146
1268.0,219300.0,19115
1397.0,296900.0,19147
1024.0,85000.0,19135
1540.0,287300.0,19125
3710.0,749400.0,19146
1229.0,75000.0,19142
1180.0,106800.0,19120
2490.0,433300.0,19147
1331.0,227700.0,19116
1202.0,49800.0,19131
1609.0,138700.0,19138
1170.0,86500.0,19132
1200.0,201800.0,19115
1198.0,111500.0,19149
966.0,62000.0,19142
956.0,94900.0,19145
1828.0,111500.0,19144
1462.0,44900.0,19140
4048.0,364300.0,19121
850.0,116800.0,19137
1024.0,88400.0,19145
0.0,11400.0,19134
1140.0,210200.0,19148
1024.0,29500.0,19120
908.0,32400.0,19132
1335.0,206400.0,19148
5683.0,466000.0,19111
968.0,131500.0,19145
1042.0,46900.0,19138
1092.0,34300.0,19133
7953.0,137900.0,19134
1620.0,66200.0,19120
1600.0,228500.0,19128
548.0,184300.0,19103
1306.0,160700.0,19111
998.0,184300.0,19147
1572.0,200800.0,19150
2464.0,284200.0,19143
1110.0,121400.0,19150
1024.0,87400.0,19120
1447.0,213900.0,19145
1350.0,103500.0,19124
1432.0,117200.0,19124
1050.0,43600.0,19131
1504.0,180100.0,19148
1296.0,197300.0,19152
914.0,127200.0,19136
784.0,33900.0,19140
2000.0,182300.0,19136
1728.0,117600.0,19138
926.0,44900.0,19140
0.0,64500.0,19116
1104.0,87900.0,19120
1216.0,98500.0,19135
1066.0,193300.0,19152
0.0,9900.0,19132
153.0,32000.0,19106
960.0,64200.0,19142
0.0,16600.0,19138
3720.0,764700.0,19121
3240.0,163900.0,19124
1170.0,147100.0,19150
1114.0,62700.0,19143
1158.0,82200.0,19138
0.0,25200.0,19124
1600.0,257700.0,19154
1978.0,173100.0,19135
2058.0,96600.0,19140
1294.0,132700.0,19151
1488.0,213300.0,19128
1144.0,116800.0,19119
1220.0,449700.0,19103
1120.0,124400.0,19149
468.0,144900.0,19130
1158.0,84800.0,19138
1104.0,195000.0,19145
1332.0,84500.0,19144
1040.0,32000.0,19134
1450.0,180700.0,19131
1920.0,107100.0,19144
1401.0,543200.0,19106
1792.0,156600.0,19128
1082.0,292200.0,19123
900.0,318000.0,19106
153.0,32000.0,19106
2880.0,74300.0,19134
2142.0,256000.0,19127
1440.0,166000.0,19149
1152.0,295400.0,19145
1215.0,78100.0,19134
1457.0,243100.0,19128
1733.0,191400.0,19135
1214.0,46400.0,19104
2709.0,781000.0,19146
0.0,27400.0,19131
1110.0,195400.0,19148
1187.0,366600.0,19124
1260.0,373600.0,19123
1360.0,145100.0,19153
0.0,21000.0,19125
1140.0,87000.0,19124
1121.0,42200.0,19140
769.0,89000.0,19128
2470.0,376000.0,19116
1416.0,159100.0,19145
1200.0,100700.0,19120
1264.0,73400.0,19141
1184.0,129900.0,19148
0.0,35600.0,19133
1200.0,181800.0,19111
1076.0,138000.0,19148
2156.0,610700.0,19123
1682.0,241600.0,19116
1378.0,112000.0,19124
2291.0,66500.0,19133
938.0,79100.0,19135
1272.0,212400.0,19111
1960.0,89200.0,19144
12226.0,1655500.0,19129
968.0,152900.0,19148
1120.0,109600.0,19135
1400.0,318700.0,19106
1071.0,261000.0,19123
1262.0,71000.0,19141
1542.0,232700.0,19121
1500.0,166400.0,19111
908.0,164400.0,19148
1100.0,83200.0,19124
1630.0,615000.0,19106
990.0,25200.0,19132
1350.0,46200.0,19140
960.0,196100.0,19148
1036.0,216600.0,19111
1344.0,100800.0,19120
1472.0,76500.0,19134
1350.0,46200.0,19140
1344.0,122000.0,19145
1044.0,27300.0,19133
1840.0,204900.0,19148
2264.0,214300.0,19131
1152.0,113000.0,19135
1239.0,116400.0,19144
1133.0,272400.0,19147
800.0,21000.0,19140
1001.0,296600.0,19106
700.0,20000.0,19133
2200.0,132500.0,19144
1342.0,156800.0,19134
1140.0,100800.0,19120
858.0,137400.0,19111
1216.0,222700.0,19128
2340.0,108700.0,19144
1798.0,76200.0,19144
1235.0,126000.0,19150
2304.0,129200.0,19139
3639.0,496100.0,19115
1024.0,62100.0,19143
2358.0,747900.0,19147
864.0,65500.0,19139
1120.0,74200.0,19141
1206.0,101500.0,19131
1408.0,163000.0,19151
1762.0,37300.0,19139
1328.0,123700.0,19150
2183.0,241400.0,19154
1276.0,66800.0,19134
960.0,183800.0,19114
2122.0,136100.0,19141
1166.0,115600.0,19138
1480.0,559600.0,19103
840.0,181300.0,19146
2480.0,203500.0,19136
2790.0,101600.0,19133
1168.0,115000.0,19149
137603.0,19205100.0,19125
2048.0,317400.0,19145
1387.0,53500.0,19134
900.0,38000.0,19140
1760.0,128500.0,19143
372.0,71300.0,19123
1700.0,128800.0,19124
1120.0,72600.0,19142
1474.0,166400.0,19150
10448.0,1236900.0,19127
787.0,106500.0,19123
2040.0,24100.0,19139
870.0,44700.0,19140
2544.0,1098800.0,19106
648.0,81800.0,19135
1100.0,109800.0,19111
1422.0,106200.0,19141
2044.0,527600.0,19146
1440.0,78200.0,19120
200.0,40000.0,19146
1196.0,70300.0,19131
153.0,29000.0,19106
1408.0,96200.0,19141
1088.0,126100.0,19149
1448.0,75200.0,19131
1144.0,49800.0,19139
1456.0,286600.0,19147
860.0,23200.0,19132
1056.0,168200.0,19145
1392.0,98800.0,19120
1224.0,32900.0,19140
24459.0,2700000.0,19115
1560.0,122800.0,19141
2058.0,223000.0,19115
1110.0,104900.0,19124
1640.0,274800.0,19152
1743.0,1140500.0,19146
1664.0,162600.0,19115
1536.0,363300.0,19146
1205.0,438800.0,19106
1440.0,134200.0,19153
1110.0,45300.0,19140
1260.0,119900.0,19143
1224.0,195400.0,19154
3067.0,443900.0,19116
996.0,28900.0,19134
996.0,83900.0,19134
900.0,179500.0,19154
2340.0,176600.0,19145
1284.0,386000.0,19130
762.0,51500.0,19134
2340.0,217100.0,19111
1008.0,26000.0,19134
1327.0,93900.0,19124
1020.0,67700.0,19143
20700.0,1708900.0,19118
1024.0,102000.0,19151
1122.0,60800.0,19143
1410.0,172700.0,19137
896.0,95900.0,19124
1427.0,88800.0,19143
1074.0,141900.0,19116
2180.0,119800.0,19143
1132.0,202600.0,19128
1220.0,121200.0,19151
2925.0,900000.0,19103
1294.0,186800.0,19128
0.0,9200.0,19123
1180.0,116700.0,19149
1082.0,47200.0,19143
1944.0,79500.0,19144
940.0,132400.0,19148
1476.0,217500.0,19122
1164.0,78000.0,19143
1360.0,210300.0,19154
1482.0,52700.0,19140
1046.0,184600.0,19128
0.0,97900.0,19133
1020.0,67800.0,19143
1152.0,132100.0,19149
1330.0,65500.0,19120
1024.0,65700.0,19142
1080.0,172000.0,19154
492.0,286800.0,19103
1232.0,90900.0,19131
861.0,50500.0,19134
777.0,351500.0,19102
347.0,29000.0,19106
0.0,4300.0,19139
840.0,323700.0,19130
1056.0,51500.0,19139
976.0,64400.0,19143
1320.0,64900.0,19139
1152.0,108200.0,19111
1598.0,159700.0,19136
1584.0,181900.0,19116
1050.0,65000.0,19142
1120.0,40100.0,19140
1024.0,70600.0,19143
1208.0,66400.0,19139
381.0,204900.0,19103
1300.0,93900.0,19139
1648.0,119900.0,19126
1600.0,204700.0,19136
11570.0,645600.0,19140
904.0,130500.0,19146
6501.0,1295000.0,19123
1080.0,90400.0,19134
1456.0,49500.0,19132
751.0,65800.0,19139
784.0,29000.0,19132
780.0,29200.0,19140
561.0,158600.0,19130
1250.0,157400.0,19148
1120.0,130900.0,19145
1260.0,58900.0,19140
960.0,66500.0,19142
1228.0,86200.0,19141
2400.0,639800.0,19147
0.0,4000.0,19131
2559.0,142400.0,19141
642.0,115700.0,19134
1753.0,75700.0,19144
1440.0,200000.0,19111
11086.0,311300.0,19140
1440.0,187100.0,19111
1440.0,171400.0,19149
1253.0,151100.0,19148
745.0,316000.0,19146
1040.0,87700.0,19138
1270.0,64900.0,19134
994.0,186500.0,19148
1392.0,283700.0,19147
1232.0,280000.0,19147
1363.0,115100.0,19144
1184.0,148100.0,19120
876.0,69800.0,19134
1280.0,109900.0,19135
1725.0,86800.0,19144
1086.0,46100.0,19121
1110.0,216900.0,19128
1568.0,139700.0,19120
2102.0,134800.0,19121
1128.0,202300.0,19152
1191.0,240200.0,19152
3420.0,138300.0,19131
3048.0,538800.0,19147
2816.0,364800.0,19126
1032.0,130000.0,19148
1921.0,15700.0,19132
1222.0,49400.0,19140
1760.0,218800.0,19128
928.0,120600.0,19149
970.0,30800.0,19132
0.0,35600.0,19153
1455.0,371400.0,19147
1280.0,94900.0,19135
3463.0,361800.0,19151
7135.0,1282300.0,19107
2299.0,317500.0,19129
65349.0,4900400.0,19111
1105.0,158800.0,19149
1176.0,48700.0,19134
1390.0,284700.0,19128
1360.0,196400.0,19114
1260.0,64500.0,19124
1182.0,200300.0,19148
3510.0,470000.0,19115
660.0,36500.0,19134
1068.0,57900.0,19143
862.0,316900.0,19107
1260.0,146000.0,19150
1350.0,205100.0,19128
1920.0,307700.0,19121
4170.0,211000.0,19131
1024.0,48500.0,19129
1136.0,58400.0,19104
868.0,9400.0,19132
1164.0,122200.0,19150
5484.0,168000.0,19124
966.0,28600.0,19140
1248.0,147500.0,19148
1088.0,86100.0,19149
904.0,50900.0,19144
1260.0,77200.0,19120
1528.0,137800.0,19119
1061.0,37600.0,19134
1200.0,148700.0,19111
3960.0,478400.0,19116
0.0,16700.0,19145
1531.0,221100.0,19111
1178.0,61100.0,19120
988.0,131200.0,19148
1512.0,173000.0,19111
1275.0,129100.0,19135
1200.0,128500.0,19139
1146.0,110100.0,19138
3135.0,322900.0,19125
1116.0,165400.0,19148
928.0,24400.0,19132
1458.0,45200.0,19132
2660.0,187800.0,19139
2240.0,120700.0,19143
1060.0,184500.0,19152
2448.0,74200.0,19132
0.0,15100.0,19140
1860.0,63100.0,19143
1500.0,90200.0,19120
1549.0,205100.0,19121
900.0,50800.0,19134
2592.0,214200.0,19145
874.0,21000.0,19132
0.0,17000.0,19115
1280.0,148600.0,19135
1080.0,95500.0,19141
1120.0,93900.0,19145
2915.0,590500.0,19104
411.0,32100.0,19140
926.0,189800.0,19125
712.0,46900.0,19152
1040.0,97900.0,19151
918.0,93600.0,19145
,19000.0,19147
1350.0,119500.0,19120
1776.0,325600.0,19128
0.0,35900.0,19124
852.0,327600.0,19103
717.0,118700.0,19134
1318.0,128100.0,19138
1453.0,193300.0,19122
1100.0,210300.0,19114
1208.0,293400.0,19107
1128.0,188200.0,19148
1035.0,117500.0,19115
1316.0,187200.0,19148
1120.0,109500.0,19141
776.0,131400.0,19134
3080.0,444600.0,19128
1350.0,42300.0,19140
1500.0,93100.0,19139
1410.0,171100.0,19148
1992.0,206900.0,19125
488.0,215200.0,19125
1432.0,359000.0,19130
989.0,321300.0,19106
1120.0,202200.0,19129
1620.0,48500.0,19133
1008.0,25700.0,19134
1592.0,201900.0,19136
1704.0,49400.0,19131
1220.0,215200.0,19116
1887.0,240500.0,19144
1360.0,190200.0,19129
1288.0,180100.0,19129
920.0,204800.0,19125
1260.0,112100.0,19135
990.0,63800.0,19139
1284.0,47800.0,19120
1950.0,590300.0,19130
0.0,34800.0,19133
1344.0,156600.0,19135
840.0,38200.0,19134
1048.0,98900.0,19111
1025.0,42700.0,19140
1188.0,107100.0,19138
1175.0,605800.0,19103
672.0,175700.0,19146
1310.0,21000.0,19122
888.0,117000.0,19153
1204.0,26000.0,19133
1600.0,212200.0,19122
1120.0,114300.0,19111
1825.0,42000.0,19122
720.0,28800.0,19134
156232.0,19164300.0,19146
3060.0,356100.0,19145
1200.0,180900.0,19114
923.0,255600.0,19107
896.0,143100.0,19137
1126.0,131600.0,19134
1434.0,112600.0,19151
912.0,236900.0,19130
1940.0,122100.0,19120
17356.0,1907200.0,19134
4141.0,225000.0,19126
1194.0,294700.0,19148
928.0,126600.0,19150
1146.0,66800.0,19104
0.0,34000.0,19104
1174.0,138200.0,19149
1440.0,104900.0,19124
0.0,7300.0,19144
1064.0,33800.0,19121
1221.0,132800.0,19137
928.0,173900.0,19125
1592.0,161200.0,19144
1104.0,113200.0,19120
0.0,6900.0,19142
1460.0,206500.0,19111
1208.0,434800.0,19130
1580.0,75400.0,19131
1280.0,39300.0,19140
1380.0,35400.0,19132
1875.0,270500.0,19115
1773.0,150000.0,19144
942.0,38500.0,19132
1140.0,28600.0,19133
678.0,245300.0,19103
1200.0,85100.0,19131
1170.0,123700.0,19111
1483.0,1009800.0,19103
1184.0,119400.0,19111
1296.0,216700.0,19111
1590.0,86100.0,19120
1152.0,147500.0,19136
1848.0,129800.0,19120
845.0,294300.0,19147
1977.0,113100.0,19151
973.0,351400.0,19103
1820.0,113000.0,19122
1450.0,51100.0,19140
1170.0,185900.0,19146
1262.0,111900.0,19126
1140.0,63400.0,19134
1220.0,88500.0,19120
1580.0,53900.0,19104
1140.0,94400.0,19151
1400.0,58000.0,19121
1176.0,193800.0,19148
944.0,130800.0,19148
626.0,186200.0,19147
1068.0,111400.0,19149
1662.0,278400.0,19125
1120.0,134900.0,19151
2600.0,118400.0,19137
1320.0,49200.0,19132
5100.0,310600.0,19145
1134.0,49100.0,19140
1420.0,162100.0,19122
2040.0,91400.0,19124
1610.0,230300.0,19145
1056.0,97300.0,19153
1050.0,178400.0,19145
1376.0,56600.0,19129
1178.0,103100.0,19135
1542.0,231800.0,19152
1415.0,130400.0,19131
1376.0,92200.0,19121
1838.0,245300.0,19128
840.0,33900.0,19134
1336.0,91100.0,19124
3380.0,135200.0,19124
975.0,26600.0,19133
992.0,64500.0,19143
1919.0,170600.0,19144
1200.0,30800.0,19133
2000.0,244700.0,19128
699.0,149400.0,19128
992.0,117100.0,19149
1850.0,589800.0,19146
1185.0,192600.0,19111
1586.0,132100.0,19150
750.0,154000.0,19127
1152.0,147500.0,19136
1920.0,345600.0,19125
1268.0,103100.0,19145
1560.0,46400.0,19140
1228.0,280400.0,19148
2208.0,477100.0,19147
1680.0,202200.0,19149
1182.0,115800.0,19136
1200.0,66900.0,19120
1620.0,144200.0,19146
1040.0,117400.0,19136
896.0,157400.0,19148
2124.0,441800.0,19145
1560.0,193800.0,19115
980.0,27000.0,19134
1360.0,154800.0,19121
1176.0,195800.0,19148
7255.0,1283900.0,19118
1856.0,112600.0,19144
1200.0,99500.0,19120
926.0,29600.0,19132
1845.0,51400.0,19140
1320.0,239500.0,19152
1590.0,57600.0,19141
2480.0,62700.0,19143
1206.0,125100.0,19124
2544.0,317100.0,19104
1188.0,99800.0,19149
1296.0,192200.0,19154
532.0,152500.0,19128
2970.0,116800.0,19144
1302.0,235000.0,19115
1086.0,86800.0,19134
1250.0,54500.0,19139
1380.0,119500.0,19149
1444.0,152100.0,19150
1174.0,63200.0,19131
1400.0,209200.0,19154
730.0,90200.0,19121
840.0,29700.0,19133
538.0,166900.0,19103
1128.0,65600.0,19104
1972.0,367500.0,19116
1600.0,122800.0,19135
0.0,132300.0,19127
1304.0,92500.0,19141
1122.0,268700.0,19106
1224.0,125100.0,19138
1216.0,158300.0,19126
1520.0,150400.0,19111
0.0,37200.0,19134
2652.0,409700.0,19119
1472.0,62900.0,19142
4340.0,381400.0,19119
1280.0,102700.0,19124
1072.0,109300.0,19111
1701.0,122400.0,19144
1536.0,138600.0,19151
1020.0,68600.0,19142
1488.0,159800.0,19153
2032.0,152300.0,19151
1299.0,21000.0,19139
1260.0,225100.0,19111
1520.0,104600.0,19120
1140.0,60200.0,19120
1102.0,30700.0,19134
1182.0,108200.0,19138
1048.0,177800.0,19145
1048.0,69400.0,19138
1260.0,64500.0,19124
1200.0,65900.0,19120
3540.0,445200.0,19143
1885.0,137200.0,19134
1182.0,115800.0,19136
1454.0,23600.0,19146
832.0,150000.0,19122
1082.0,210700.0,19111
558420.0,102844000.0,19102
1532.0,133200.0,19150
3936.0,265600.0,19121
0.0,7300.0,19138
1558.0,89000.0,19143
1080.0,186500.0,19145
1486.0,88200.0,19144
1328.0,168200.0,19111
1400.0,40000.0,19133
1088.0,72200.0,19138
1580.0,78400.0,19142
1008.0,65400.0,19142
1325.0,327400.0,19130
1946.0,238200.0,19125
1284.0,114200.0,19138
1536.0,135500.0,19120
1488.0,161500.0,19153
1176.0,51500.0,19134
1172.0,114700.0,19135
2006.0,95800.0,19131
2505.0,260200.0,19104
0.0,9800.0,19133
1080.0,114700.0,19124
1188.0,105300.0,19120
1160.0,8000.0,19134
448.0,145200.0,19130
1875.0,177400.0,19126
1023.0,349000.0,19102
1172.0,118400.0,19149
1814.0,519100.0,19103
1170.0,93000.0,19138
1156.0,235900.0,19129
1256.0,126500.0,19151
2881.0,767500.0,19106
1732.0,253400.0,19116
1146.0,109200.0,19138
1056.0,83500.0,19135
896.0,86300.0,19120
1316.0,98100.0,19141
1120.0,97300.0,19120
